userName;score;at;content;CaseFolding;Cleaning;Tokenizing;Formalisasi;WithoutStopwords;Stemming;Label
Al Mukarrom;2;2025-12-27 12:06:22;"kenapa beberapa hari ini susah di akses.. keterangan offline terus pdhal jaringan bagus🤦;";"kenapa beberapa hari ini susah di akses.. keterangan offline terus pdhal jaringan bagus🤦;";kenapa beberapa hari ini susah di akses keterangan offline terus pdhal jaringan bagus;['kenapa', 'beberapa', 'hari', 'ini', 'susah', 'di', 'akses', 'keterangan', 'offline', 'terus', 'pdhal', 'jaringan', 'bagus'];['kenapa', 'beberapa', 'hari', 'ini', 'susah', 'di', 'akses', 'keterangan', 'offline', 'terus', 'pdhal', 'jaringan', 'bagus'];['susah', 'akses', 'keterangan', 'offline', 'pdhal', 'jaringan', 'bagus'];['susah', 'akses', 'terang', 'offline', 'pdhal', 'jaring', 'bagus'];Netral
Sunengsih Sunengsih;1;2025-12-19 08:50:38;"susah untuk login daftarnya padahal udah masukin data2nya giliran login gak bisa masuk KY gangguan gitu.;";"susah untuk login daftarnya padahal udah masukin data2nya giliran login gak bisa masuk ky gangguan gitu.;";susah untuk login daftarnya padahal udah masukin data nya giliran login gak bisa masuk KY gangguan gitu;['susah', 'untuk', 'login', 'daftarnya', 'padahal', 'udah', 'masukin', 'data', 'nya', 'giliran', 'login', 'gak', 'bisa', 'masuk', 'KY', 'gangguan', 'gitu'];['susah', 'untuk', 'login', 'daftarnya', 'padahal', 'sudah', 'masukin', 'data', 'nya', 'giliran', 'login', 'tidak', 'bisa', 'masuk', 'KY', 'gangguan', 'begitu'];['susah', 'login', 'daftarnya', 'udah', 'masukin', 'data', 'nya', 'giliran', 'login', 'gak', 'masuk', 'KY', 'gangguan', 'gitu'];['susah', 'login', 'daftar', 'udah', 'masukin', 'data', 'nya', 'gilir', 'login', 'gak', 'masuk', 'ky', 'ganggu', 'gitu'];Negatif
Pengguna Google;5;2026-01-12 05:52:05;"simple;";"simple;";simple;['simple'];['simple'];['simple'];['simple'];Netral
Pengguna Google;5;2026-01-03 08:58:32;"aman dan nyaman;";"aman dan nyaman;";aman dan nyaman;['aman', 'dan', 'nyaman'];['aman', 'dan', 'nyaman'];['aman', 'nyaman'];['aman', 'nyaman'];Netral
Pengguna Google;5;2026-01-04 23:33:36;"aplikasi mudah dan sangat membantu;";"aplikasi mudah dan sangat membantu;";aplikasi mudah dan sangat membantu;['aplikasi', 'mudah', 'dan', 'sangat', 'membantu'];['aplikasi', 'mudah', 'dan', 'sangat', 'membantu'];['aplikasi', 'mudah', 'membantu'];['aplikasi', 'mudah', 'bantu'];Positif
Pengguna Google;5;2026-01-02 01:04:48;"perubahan data sangat mudah dan cepat;";"perubahan data sangat mudah dan cepat;";perubahan data sangat mudah dan cepat;['perubahan', 'data', 'sangat', 'mudah', 'dan', 'cepat'];['perubahan', 'data', 'sangat', 'mudah', 'dan', 'cepat'];['perubahan', 'data', 'mudah', 'cepat'];['ubah', 'data', 'mudah', 'cepat'];Positif
Pengguna Google;1;2026-01-07 04:32:19;"Layar suka berubah sendiri dari mode portrait jadi landscape dan sulit dikembalikan ke mode awal lagi (portrait) padahal pengaturan di HP sudah terkunci portrait.;";"layar suka berubah sendiri dari mode portrait jadi landscape dan sulit dikembalikan ke mode awal lagi (portrait) padahal pengaturan di hp sudah terkunci portrait.;";Layar suka berubah sendiri dari mode portrait jadi landscape dan sulit dikembalikan ke mode awal lagi portrait padahal pengaturan di HP sudah terkunci portrait;['Layar', 'suka', 'berubah', 'sendiri', 'dari', 'mode', 'portrait', 'jadi', 'landscape', 'dan', 'sulit', 'dikembalikan', 'ke', 'mode', 'awal', 'lagi', 'portrait', 'padahal', 'pengaturan', 'di', 'HP', 'sudah', 'terkunci', 'portrait'];['Layar', 'suka', 'berubah', 'sendiri', 'dari', 'mode', 'portrait', 'jadi', 'landscape', 'dan', 'sulit', 'dikembalikan', 'ke', 'mode', 'awal', 'lagi', 'portrait', 'padahal', 'pengaturan', 'di', 'HP', 'sudah', 'terkunci', 'portrait'];['Layar', 'suka', 'berubah', 'mode', 'portrait', 'landscape', 'sulit', 'dikembalikan', 'mode', 'portrait', 'pengaturan', 'HP', 'terkunci', 'portrait'];['layar', 'suka', 'ubah', 'mode', 'portrait', 'landscape', 'sulit', 'kembali', 'mode', 'portrait', 'atur', 'hp', 'kunci', 'portrait'];Netral
Pengguna Google;5;2026-01-06 10:49:55;"memudahkan segala nya;";"memudahkan segala nya;";memudahkan segala nya;['memudahkan', 'segala', 'nya'];['memudahkan', 'segala', 'nya'];['memudahkan', 'nya'];['mudah', 'nya'];Positif
Pengguna Google;5;2026-01-17 04:45:09;"mempermudah pelayanan kesehatan masyarakat;";"mempermudah pelayanan kesehatan masyarakat;";mempermudah pelayanan kesehatan masyarakat;['mempermudah', 'pelayanan', 'kesehatan', 'masyarakat'];['mempermudah', 'pelayanan', 'kesehatan', 'masyarakat'];['mempermudah', 'pelayanan', 'kesehatan', 'masyarakat'];['mudah', 'layan', 'sehat', 'masyarakat'];Positif
Pengguna Google;1;2026-01-12 07:09:26;"gajelas mls;";"gajelas mls;";gajelas mls;['gajelas', 'mls'];['gajelas', 'mls'];['gajelas', 'mls'];['gajelas', 'mls'];Netral
Pengguna Google;5;2026-01-11 03:41:18;"ok;";"ok;";ok;['ok'];['oke'];['ok'];['ok'];Netral
Pengguna Google;1;2026-01-05 04:02:23;"dipersulit;";"dipersulit;";dipersulit;['dipersulit'];['dipersulit'];['dipersulit'];['sulit'];Netral
Pengguna Google;5;2026-01-09 18:37:39;"sangat bagus;";"sangat bagus;";sangat bagus;['sangat', 'bagus'];['sangat', 'bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-09 03:49:05;"Bpjs kota medan mantap... respon cepat RO MICAELA is the best;";"bpjs kota medan mantap... respon cepat ro micaela is the best;";Bpjs kota medan mantap respon cepat RO MICAELA is the best;['Bpjs', 'kota', 'medan', 'mantap', 'respon', 'cepat', 'RO', 'MICAELA', 'is', 'the', 'best'];['Bpjs', 'kota', 'medan', 'mantap', 'respon', 'cepat', 'RO', 'MICAELA', 'is', 'the', 'best'];['Bpjs', 'kota', 'medan', 'mantap', 'respon', 'cepat', 'RO', 'MICAELA', 'is', 'the', 'best'];['bpjs', 'kota', 'medan', 'mantap', 'respon', 'cepat', 'ro', 'micaela', 'is', 'the', 'best'];Positif
Pengguna Google;5;2026-01-18 02:53:37;"terbangtu dengan ada nya mobil jkn;";"terbangtu dengan ada nya mobil jkn;";terbangtu dengan ada nya mobil jkn;['terbangtu', 'dengan', 'ada', 'nya', 'mobil', 'jkn'];['terbangtu', 'dengan', 'ada', 'nya', 'mobil', 'jkn'];['terbangtu', 'nya', 'mobil', 'jkn'];['terbangtu', 'nya', 'mobil', 'jkn'];Netral
Pengguna Google;5;2026-01-06 02:30:36;"Bagus sangat membantu;";"bagus sangat membantu;";Bagus sangat membantu;['Bagus', 'sangat', 'membantu'];['Bagus', 'sangat', 'membantu'];['Bagus', 'membantu'];['bagus', 'bantu'];Positif
Pengguna Google;1;2026-01-03 02:49:00;"kenapa sih tiap udah login pake di log out segala? mana data rujukan selalu hilang nyusahin;";"kenapa sih tiap udah login pake di log out segala? mana data rujukan selalu hilang nyusahin;";kenapa sih tiap udah login pake di log out segala mana data rujukan selalu hilang nyusahin;['kenapa', 'sih', 'tiap', 'udah', 'login', 'pake', 'di', 'log', 'out', 'segala', 'mana', 'data', 'rujukan', 'selalu', 'hilang', 'nyusahin'];['kenapa', 'sih', 'tiap', 'sudah', 'login', 'pake', 'di', 'log', 'out', 'segala', 'mana', 'data', 'rujukan', 'selalu', 'hilang', 'nyusahin'];['sih', 'udah', 'login', 'pake', 'log', 'out', 'data', 'rujukan', 'hilang', 'nyusahin'];['sih', 'udah', 'login', 'pake', 'log', 'out', 'data', 'rujuk', 'hilang', 'nyusahin'];Netral
Pengguna Google;5;2026-01-11 11:25:47;"sangat bagus;";"sangat bagus;";sangat bagus;['sangat', 'bagus'];['sangat', 'bagus'];['bagus'];['bagus'];Positif
Pengguna Google;4;2026-01-01 03:31:29;"Proses perubahan data sangat cepat;";"proses perubahan data sangat cepat;";Proses perubahan data sangat cepat;['Proses', 'perubahan', 'data', 'sangat', 'cepat'];['Proses', 'perubahan', 'data', 'sangat', 'cepat'];['Proses', 'perubahan', 'data', 'cepat'];['proses', 'ubah', 'data', 'cepat'];Positif
Pengguna Google;1;2026-01-11 12:35:28;"Tolong jangan sering-sering logout otomatis!;";"tolong jangan sering-sering logout otomatis!;";Tolong jangan sering sering logout otomatis;['Tolong', 'jangan', 'sering', 'sering', 'logout', 'otomatis'];['Tolong', 'jangan', 'sering', 'sering', 'logout', 'otomatis'];['Tolong', 'logout', 'otomatis'];['tolong', 'logout', 'otomatis'];Netral
Suher Manto;5;2025-12-29 14:02:28;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-07 10:15:10;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;1;2026-01-21 03:00:39;"susahnya mau instal;";"susahnya mau instal;";susahnya mau instal;['susahnya', 'mau', 'instal'];['susahnya', 'mau', 'instal'];['susahnya', 'instal'];['susah', 'instal'];Negatif
Roy Ratag;5;2025-12-20 03:53:15;"Layanan JKN yang sangat bagus;";"layanan jkn yang sangat bagus;";Layanan JKN yang sangat bagus;['Layanan', 'JKN', 'yang', 'sangat', 'bagus'];['Layanan', 'JKN', 'yang', 'sangat', 'bagus'];['Layanan', 'JKN', 'bagus'];['layan', 'jkn', 'bagus'];Positif
Pengguna Google;5;2026-01-17 13:46:52;"sangat membantu dan mudah di gunakan;";"sangat membantu dan mudah di gunakan;";sangat membantu dan mudah di gunakan;['sangat', 'membantu', 'dan', 'mudah', 'di', 'gunakan'];['sangat', 'membantu', 'dan', 'mudah', 'di', 'gunakan'];['membantu', 'mudah'];['bantu', 'mudah'];Positif
Pengguna Google;5;2025-12-30 04:14:52;"sangat manfaat terima kasih;";"sangat manfaat terima kasih;";sangat manfaat terima kasih;['sangat', 'manfaat', 'terima', 'kasih'];['sangat', 'manfaat', 'terima', 'kasih'];['manfaat', 'terima', 'kasih'];['manfaat', 'terima', 'kasih'];Netral
danis 2025;5;2025-12-20 10:55:34;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2026-01-01 03:49:33;"mudah di gunakan;";"mudah di gunakan;";mudah di gunakan;['mudah', 'di', 'gunakan'];['mudah', 'di', 'gunakan'];['mudah'];['mudah'];Positif
Pengguna Google;5;2026-01-21 01:58:17;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-09 12:52:42;"Memudahkan dalam mengurus BPJS;";"memudahkan dalam mengurus bpjs;";Memudahkan dalam mengurus BPJS;['Memudahkan', 'dalam', 'mengurus', 'BPJS'];['Memudahkan', 'dalam', 'mengurus', 'BPJS'];['Memudahkan', 'mengurus', 'BPJS'];['mudah', 'urus', 'bpjs'];Positif
Pengguna Google;5;2026-01-19 10:54:53;"ok ok aja;";"ok ok aja;";ok ok aja;['ok', 'ok', 'aja'];['oke', 'oke', 'saja'];['ok', 'ok', 'aja'];['ok', 'ok', 'aja'];Netral
Asep Sohidun;5;2025-12-22 04:22:35;"baik;";"baik;";baik;['baik'];['baik'];[];[];Positif
Pengguna Google;5;2026-01-24 04:10:23;"mudah dan simple;";"mudah dan simple;";mudah dan simple;['mudah', 'dan', 'simple'];['mudah', 'dan', 'simple'];['mudah', 'simple'];['mudah', 'simple'];Positif
Pengguna Google;5;2026-01-09 07:16:42;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;1;2026-01-03 12:13:34;"Aplikasi kok tiap masuk di suruh update2 terus????;";"aplikasi kok tiap masuk di suruh update2 terus????;";Aplikasi kok tiap masuk di suruh update terus;['Aplikasi', 'kok', 'tiap', 'masuk', 'di', 'suruh', 'update', 'terus'];['Aplikasi', 'kok', 'tiap', 'masuk', 'di', 'suruh', 'update', 'terus'];['Aplikasi', 'masuk', 'suruh', 'update'];['aplikasi', 'masuk', 'suruh', 'update'];Netral
Pengguna Google;5;2025-12-30 01:06:45;"terbaik;";"terbaik;";terbaik;['terbaik'];['terbaik'];['terbaik'];['baik'];Positif
Pengguna Google;5;2025-12-30 12:53:07;"oke;";"oke;";oke;['oke'];['oke'];['oke'];['oke'];Positif
Pengguna Google;5;2026-01-07 07:17:09;"setelah sekian lama dalam penantian dalam kinerja mobile JKN sudah mulai oftimal.. thanks;";"setelah sekian lama dalam penantian dalam kinerja mobile jkn sudah mulai oftimal.. thanks;";setelah sekian lama dalam penantian dalam kinerja mobile JKN sudah mulai oftimal thanks;['setelah', 'sekian', 'lama', 'dalam', 'penantian', 'dalam', 'kinerja', 'mobile', 'JKN', 'sudah', 'mulai', 'oftimal', 'thanks'];['setelah', 'sekian', 'lama', 'dalam', 'penantian', 'dalam', 'kinerja', 'mobile', 'JKN', 'sudah', 'mulai', 'oftimal', 'thanks'];['sekian', 'penantian', 'kinerja', 'mobile', 'JKN', 'oftimal', 'thanks'];['sekian', 'nanti', 'kerja', 'mobile', 'jkn', 'oftimal', 'thanks'];Netral
indra lazuardi;5;2025-12-21 11:13:45;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Waryamah Waryamah;5;2025-12-26 15:47:45;"sanget membantu;";"sanget membantu;";sanget membantu;['sanget', 'membantu'];['sanget', 'membantu'];['sanget', 'membantu'];['sanget', 'bantu'];Positif
Ukek Sri Rahayu;5;2025-12-23 06:35:36;"mempermudah dalam proses fasilitas kesehatan.;";"mempermudah dalam proses fasilitas kesehatan.;";mempermudah dalam proses fasilitas kesehatan;['mempermudah', 'dalam', 'proses', 'fasilitas', 'kesehatan'];['mempermudah', 'dalam', 'proses', 'fasilitas', 'kesehatan'];['mempermudah', 'proses', 'fasilitas', 'kesehatan'];['mudah', 'proses', 'fasilitas', 'sehat'];Positif
Pengguna Google;5;2025-12-31 03:39:10;"terimakasih pak satapmatas bantuannya;";"terimakasih pak satapmatas bantuannya;";terimakasih pak satapmatas bantuannya;['terimakasih', 'pak', 'satapmatas', 'bantuannya'];['terimakasih', 'pak', 'satapmatas', 'bantuannya'];['terimakasih', 'satapmatas', 'bantuannya'];['terimakasih', 'satapmatas', 'bantu'];Netral
Ibrahim Tba;5;2025-12-29 04:21:45;"layanan bagus;";"layanan bagus;";layanan bagus;['layanan', 'bagus'];['layanan', 'bagus'];['layanan', 'bagus'];['layan', 'bagus'];Positif
Pengguna Google;5;2026-01-16 06:22:08;"Sangat membantu dan mudah di mengerti;";"sangat membantu dan mudah di mengerti;";Sangat membantu dan mudah di mengerti;['Sangat', 'membantu', 'dan', 'mudah', 'di', 'mengerti'];['Sangat', 'membantu', 'dan', 'mudah', 'di', 'mengerti'];['Sangat', 'membantu', 'mudah', 'mengerti'];['sangat', 'bantu', 'mudah', 'erti'];Positif
Pengguna Google;1;2026-01-05 03:12:29;"sering gangguan;";"sering gangguan;";sering gangguan;['sering', 'gangguan'];['sering', 'gangguan'];['gangguan'];['ganggu'];Negatif
Narsila _;5;2025-12-24 01:27:02;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-05 08:39:22;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
bocah tumahire;1;2025-12-29 13:54:43;"makin kesini makin gak bisa digunakan ini aplikasi. aneh katanya offline padahal jaringan internet lancar.;";"makin kesini makin gak bisa digunakan ini aplikasi. aneh katanya offline padahal jaringan internet lancar.;";makin kesini makin gak bisa digunakan ini aplikasi aneh katanya offline padahal jaringan internet lancar;['makin', 'kesini', 'makin', 'gak', 'bisa', 'digunakan', 'ini', 'aplikasi', 'aneh', 'katanya', 'offline', 'padahal', 'jaringan', 'internet', 'lancar'];['makin', 'kesini', 'makin', 'tidak', 'bisa', 'digunakan', 'ini', 'aplikasi', 'aneh', 'katanya', 'offline', 'padahal', 'jaringan', 'internet', 'lancar'];['kesini', 'gak', 'aplikasi', 'aneh', 'offline', 'jaringan', 'internet', 'lancar'];['kesini', 'gak', 'aplikasi', 'aneh', 'offline', 'jaring', 'internet', 'lancar'];Positif
Pengguna Google;5;2026-01-15 07:17:09;"sangat mudah di gunakan;";"sangat mudah di gunakan;";sangat mudah di gunakan;['sangat', 'mudah', 'di', 'gunakan'];['sangat', 'mudah', 'di', 'gunakan'];['mudah'];['mudah'];Positif
Suryaman Raffael;5;2025-12-29 08:34:10;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-06 03:19:45;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-14 01:04:22;"sangat bermanfaat memudahkan segala kendal dalam pelayanan kesehatan;";"sangat bermanfaat memudahkan segala kendal dalam pelayanan kesehatan;";sangat bermanfaat memudahkan segala kendal dalam pelayanan kesehatan;['sangat', 'bermanfaat', 'memudahkan', 'segala', 'kendal', 'dalam', 'pelayanan', 'kesehatan'];['sangat', 'bermanfaat', 'memudahkan', 'segala', 'kendal', 'dalam', 'pelayanan', 'kesehatan'];['bermanfaat', 'memudahkan', 'kendal', 'pelayanan', 'kesehatan'];['manfaat', 'mudah', 'kendal', 'layan', 'sehat'];Positif
Hc HermaN;5;2025-12-20 22:40:12;"Sangat membantu;";"sangat membantu;";Sangat membantu;['Sangat', 'membantu'];['Sangat', 'membantu'];['Sangat', 'membantu'];['sangat', 'bantu'];Positif
Pengguna Google;5;2025-12-30 11:25:33;"trimakasih aplikasi mobile jkn ini sangat membantu;";"trimakasih aplikasi mobile jkn ini sangat membantu;";trimakasih aplikasi mobile jkn ini sangat membantu;['trimakasih', 'aplikasi', 'mobile', 'jkn', 'ini', 'sangat', 'membantu'];['trimakasih', 'aplikasi', 'mobile', 'jkn', 'ini', 'sangat', 'membantu'];['trimakasih', 'aplikasi', 'mobile', 'jkn', 'membantu'];['trimakasih', 'aplikasi', 'mobile', 'jkn', 'bantu'];Positif
Yulius Yulius;5;2025-12-25 06:35:05;"Bagus;";"bagus;";Bagus;['Bagus'];['Bagus'];['Bagus'];['bagus'];Positif
Intan Nur Amaliya;5;2025-12-21 21:45:29;"kenapa ya ngga bisa rubah nama untuk mendownload kartu peserta lainnya;";"kenapa ya ngga bisa rubah nama untuk mendownload kartu peserta lainnya;";kenapa ya ngga bisa rubah nama untuk mendownload kartu peserta lainnya;['kenapa', 'ya', 'ngga', 'bisa', 'rubah', 'nama', 'untuk', 'mendownload', 'kartu', 'peserta', 'lainnya'];['kenapa', 'ya', 'ngga', 'bisa', 'rubah', 'nama', 'untuk', 'mendownload', 'kartu', 'peserta', 'lainnya'];['ya', 'ngga', 'rubah', 'nama', 'mendownload', 'kartu', 'peserta'];['ya', 'ngga', 'rubah', 'nama', 'mendownload', 'kartu', 'serta'];Netral
Pengguna Google;5;2026-01-13 01:36:24;"mempermudah layanan;";"mempermudah layanan;";mempermudah layanan;['mempermudah', 'layanan'];['mempermudah', 'layanan'];['mempermudah', 'layanan'];['mudah', 'layan'];Positif
Pengguna Google;5;2025-12-30 03:48:53;"Sangat sangat membantu;";"sangat sangat membantu;";Sangat sangat membantu;['Sangat', 'sangat', 'membantu'];['Sangat', 'sangat', 'membantu'];['Sangat', 'membantu'];['sangat', 'bantu'];Positif
Pengguna Google;5;2026-01-04 05:23:30;"Mantap;";"mantap;";Mantap;['Mantap'];['Mantap'];['Mantap'];['mantap'];Positif
Pengguna Google;3;2026-01-12 10:17:48;"Tolong. kenapa seringkali aplikasi pemerintah bermasalah. login ga bisa katanya salah daftar disuruh ke dukcapil. kenapa min yang bermasalah aku apa aplikasinya?;";"tolong. kenapa seringkali aplikasi pemerintah bermasalah. login ga bisa katanya salah daftar disuruh ke dukcapil. kenapa min yang bermasalah aku apa aplikasinya?;";Tolong kenapa seringkali aplikasi pemerintah bermasalah login ga bisa katanya salah daftar disuruh ke dukcapil kenapa min yang bermasalah aku apa aplikasinya;['Tolong', 'kenapa', 'seringkali', 'aplikasi', 'pemerintah', 'bermasalah', 'login', 'ga', 'bisa', 'katanya', 'salah', 'daftar', 'disuruh', 'ke', 'dukcapil', 'kenapa', 'min', 'yang', 'bermasalah', 'aku', 'apa', 'aplikasinya'];['Tolong', 'kenapa', 'seringkali', 'aplikasi', 'pemerintah', 'bermasalah', 'login', 'ga', 'bisa', 'katanya', 'salah', 'daftar', 'disuruh', 'ke', 'dukcapil', 'kenapa', 'min', 'yang', 'bermasalah', 'aku', 'apa', 'aplikasinya'];['Tolong', 'seringkali', 'aplikasi', 'pemerintah', 'bermasalah', 'login', 'ga', 'salah', 'daftar', 'disuruh', 'dukcapil', 'min', 'bermasalah', 'aplikasinya'];['tolong', 'seringkali', 'aplikasi', 'perintah', 'masalah', 'login', 'ga', 'salah', 'daftar', 'suruh', 'dukcapil', 'min', 'masalah', 'aplikasi'];Netral
Pengguna Google;1;2026-01-05 06:59:58;"sangat susah untuk meminta no antrian juga bukan mudah di gunakan malah susah di gunakan;";"sangat susah untuk meminta no antrian juga bukan mudah di gunakan malah susah di gunakan;";sangat susah untuk meminta no antrian juga bukan mudah di gunakan malah susah di gunakan;['sangat', 'susah', 'untuk', 'meminta', 'no', 'antrian', 'juga', 'bukan', 'mudah', 'di', 'gunakan', 'malah', 'susah', 'di', 'gunakan'];['sangat', 'susah', 'untuk', 'meminta', 'no', 'antrian', 'juga', 'bukan', 'mudah', 'di', 'gunakan', 'malah', 'susah', 'di', 'gunakan'];['susah', 'no', 'antrian', 'mudah', 'susah'];['susah', 'no', 'antri', 'mudah', 'susah'];Netral
Pengguna Google;5;2026-01-20 07:41:21;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Yendi Oka;5;2025-12-22 22:26:39;"siippp;";"siippp;";siip;['siip'];['siip'];['siip'];['siip'];Netral
Pengguna Google;5;2026-01-20 09:38:04;"Terbaik 👍🏻;";"terbaik 👍🏻;";Terbaik ;['Terbaik'];['Terbaik'];['Terbaik'];['baik'];Positif
Pengguna Google;5;2026-01-03 14:23:39;"sudah di update susah masuk;";"sudah di update susah masuk;";sudah di update susah masuk;['sudah', 'di', 'update', 'susah', 'masuk'];['sudah', 'di', 'update', 'susah', 'masuk'];['update', 'susah', 'masuk'];['update', 'susah', 'masuk'];Negatif
Pengguna Google;5;2026-01-20 23:41:07;"sangat memudahkan;";"sangat memudahkan;";sangat memudahkan;['sangat', 'memudahkan'];['sangat', 'memudahkan'];['memudahkan'];['mudah'];Positif
Choirunnisa Sari;5;2025-12-24 00:34:52;"Sangat membantu dan mudah digunakan;";"sangat membantu dan mudah digunakan;";Sangat membantu dan mudah digunakan;['Sangat', 'membantu', 'dan', 'mudah', 'digunakan'];['Sangat', 'membantu', 'dan', 'mudah', 'digunakan'];['Sangat', 'membantu', 'mudah'];['sangat', 'bantu', 'mudah'];Positif
